Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2021/01/29,40-49,17,4769,02/02/2021 02:15:04 PM
2021/01/30,40-49,21,4790,02/02/2021 02:15:04 PM
2021/01/31,40-49,5,4795,02/02/2021 02:15:04 PM
2020/03/15,70-79,4,7,02/02/2021 02:15:04 PM
2020/03/16,70-79,2,9,02/02/2021 02:15:04 PM
2020/03/17,70-79,1,10,02/02/2021 02:15:04 PM
2020/03/18,70-79,1,11,02/02/2021 02:15:04 PM
2020/03/19,70-79,2,13,02/02/2021 02:15:04 PM
2020/03/20,70-79,3,16,02/02/2021 02:15:04 PM
2020/03/21,70-79,1,17,02/02/2021 02:15:04 PM
2020/03/22,70-79,0,17,02/02/2021 02:15:04 PM
2020/03/23,70-79,1,18,02/02/2021 02:15:04 PM
2020/03/24,70-79,2,20,02/02/2021 02:15:04 PM
2020/03/25,70-79,1,21,02/02/2021 02:15:04 PM
2020/03/26,70-79,4,25,02/02/2021 02:15:04 PM
2020/03/27,70-79,3,28,02/02/2021 02:15:04 PM
2020/03/28,70-79,0,28,02/02/2021 02:15:04 PM
2020/03/29,70-79,2,30,02/02/2021 02:15:04 PM
2020/03/30,70-79,2,32,02/02/2021 02:15:04 PM
2020/03/31,70-79,5,37,02/02/2021 02:15:04 PM
2020/04/01,70-79,3,40,02/02/2021 02:15:04 PM
2020/04/02,70-79,3,43,02/02/2021 02:15:04 PM
2020/04/03,70-79,3,46,02/02/2021 02:15:04 PM
2020/04/04,70-79,0,46,02/02/2021 02:15:04 PM
2020/04/05,70-79,3,49,02/02/2021 02:15:04 PM
2020/04/06,70-79,3,52,02/02/2021 02:15:04 PM
2020/04/07,70-79,3,55,02/02/2021 02:15:04 PM
2020/04/08,70-79,4,59,02/02/2021 02:15:04 PM
2020/04/09,70-79,2,61,02/02/2021 02:15:04 PM
2020/04/10,70-79,1,62,02/02/2021 02:15:04 PM
2020/04/11,70-79,1,63,02/02/2021 02:15:04 PM
2020/04/12,70-79,3,66,02/02/2021 02:15:04 PM
2020/04/13,70-79,4,70,02/02/2021 02:15:04 PM
2020/04/14,70-79,3,73,02/02/2021 02:15:04 PM
2020/04/15,70-79,7,80,02/02/2021 02:15:04 PM
2020/04/16,70-79,0,80,02/02/2021 02:15:04 PM
2020/04/17,70-79,4,84,02/02/2021 02:15:04 PM
2020/04/18,70-79,0,84,02/02/2021 02:15:04 PM
2020/04/19,70-79,0,84,02/02/2021 02:15:04 PM
2020/04/20,70-79,1,85,02/02/2021 02:15:04 PM
2020/04/21,70-79,0,85,02/02/2021 02:15:04 PM
2020/04/22,70-79,3,88,02/02/2021 02:15:04 PM
2020/04/23,70-79,7,95,02/02/2021 02:15:04 PM
2020/04/24,70-79,3,98,02/02/2021 02:15:04 PM
